ru,data,refeicao,id_preparacao,tipo_preparacao,preparacao,preparacao_bruta,otimo,regular,ruim,total_respostas,isc_linha
P2,2026-04-16,Café,,Especial,NAO_IDENTIFICADA,Café46128Especial,213.0,15.0,4.0,232.0,9.52155172413793
B,2026-04-16,Café,,Especial Veg,NAO_IDENTIFICADA,Café46128Especial Veg,186.0,2.0,0.0,188.0,9.946808510638299
P2,2026-04-16,Café,,Especial Veg,NAO_IDENTIFICADA,Café46128Especial Veg,213.0,2.0,0.0,215.0,9.953488372093023
B,2026-04-17,Café,,Especial,NAO_IDENTIFICADA,Café46129Especial,185.0,23.0,0.0,208.0,9.447115384615385
P2,2026-04-17,Café,,Especial,NAO_IDENTIFICADA,Café46129Especial,230.0,40.0,2.0,272.0,9.198529411764707
B,2026-04-17,Café,,Especial Veg,NAO_IDENTIFICADA,Café46129Especial Veg,185.0,0.0,0.0,185.0,10.0
P2,2026-04-17,Café,,Especial Veg,NAO_IDENTIFICADA,Café46129Especial Veg,230.0,4.0,0.0,234.0,9.914529914529915
B,2026-04-22,Café,,Especial,NAO_IDENTIFICADA,Café46134Especial,175.0,17.0,2.0,194.0,9.469072164948454
P2,2026-04-22,Café,,Especial,NAO_IDENTIFICADA,Café46134Especial,202.0,27.0,4.0,233.0,9.266094420600858
B,2026-04-22,Café,,Especial Veg,NAO_IDENTIFICADA,Café46134Especial Veg,175.0,1.0,0.0,176.0,9.971590909090908
P2,2026-04-22,Café,,Especial Veg,NAO_IDENTIFICADA,Café46134Especial Veg,202.0,5.0,0.0,207.0,9.879227053140097
B,2026-04-23,Café,,Especial,NAO_IDENTIFICADA,Café46135Especial,207.0,7.0,3.0,217.0,9.714285714285714
P2,2026-04-23,Café,,Especial,NAO_IDENTIFICADA,Café46135Especial,206.0,9.0,2.0,217.0,9.709677419354838
B,2026-04-23,Café,,Especial Veg,NAO_IDENTIFICADA,Café46135Especial Veg,207.0,1.0,0.0,208.0,9.975961538461538
P2,2026-04-23,Café,,Especial Veg,NAO_IDENTIFICADA,Café46135Especial Veg,206.0,1.0,1.0,208.0,9.932692307692308
B,2026-04-24,Café,,Especial,NAO_IDENTIFICADA,Café46136Especial,207.0,13.0,0.0,220.0,9.704545454545455
P2,2026-04-24,Café,,Especial,NAO_IDENTIFICADA,Café46136Especial,221.0,47.0,1.0,269.0,9.092936802973977
B,2026-04-24,Café,,Especial Veg,NAO_IDENTIFICADA,Café46136Especial Veg,207.0,3.0,0.0,210.0,9.928571428571429
P2,2026-04-24,Café,,Especial Veg,NAO_IDENTIFICADA,Café46136Especial Veg,221.0,1.0,0.0,222.0,9.977477477477477
B,2026-04-27,Café,,Especial,NAO_IDENTIFICADA,Café46139Especial,168.0,4.0,0.0,172.0,9.883720930232558
P2,2026-04-27,Café,,Especial,NAO_IDENTIFICADA,Café46139Especial,170.0,6.0,9.0,185.0,9.4
B,2026-04-27,Café,,Especial Veg,NAO_IDENTIFICADA,Café46139Especial Veg,168.0,0.0,0.0,168.0,10.0
P2,2026-04-27,Café,,Especial Veg,NAO_IDENTIFICADA,Café46139Especial Veg,170.0,1.0,0.0,171.0,9.970760233918128
B,2026-04-28,Café,,Especial,NAO_IDENTIFICADA,Café46140Especial,222.0,28.0,2.0,252.0,9.373015873015873
P2,2026-04-28,Café,,Especial,NAO_IDENTIFICADA,Café46140Especial,224.0,24.0,1.0,249.0,9.481927710843374
B,2026-04-28,Café,,Especial Veg,NAO_IDENTIFICADA,Café46140Especial Veg,222.0,3.0,6.0,231.0,9.7012987012987
P2,2026-04-28,Café,,Especial Veg,NAO_IDENTIFICADA,Café46140Especial Veg,224.0,0.0,0.0,224.0,10.0
B,2026-04-29,Café,,Especial,NAO_IDENTIFICADA,Café46141Especial,197.0,30.0,0.0,227.0,9.33920704845815
P2,2026-04-29,Café,,Especial,NAO_IDENTIFICADA,Café46141Especial,204.0,24.0,5.0,233.0,9.291845493562231
B,2026-04-29,Café,,Especial Veg,NAO_IDENTIFICADA,Café46141Especial Veg,197.0,0.0,0.0,197.0,10.0
P2,2026-04-29,Café,,Especial Veg,NAO_IDENTIFICADA,Café46141Especial Veg,204.0,6.0,0.0,210.0,9.857142857142858
B,2026-04-30,Café,,Especial,NAO_IDENTIFICADA,Café46142Especial,224.0,24.0,2.0,250.0,9.448
P2,2026-04-30,Café,,Especial,NAO_IDENTIFICADA,Café46142Especial,199.0,31.0,0.0,230.0,9.326086956521738
B,2026-04-30,Café,,Especial Veg,NAO_IDENTIFICADA,Café46142Especial Veg,224.0,3.0,0.0,227.0,9.933920704845814
P2,2026-04-30,Café,,Especial Veg,NAO_IDENTIFICADA,Café46142Especial Veg,199.0,1.0,0.0,200.0,9.975
B,2026-05-04,Café,,Especial,NAO_IDENTIFICADA,Café46146Especial,161.0,17.0,0.0,178.0,9.52247191011236
P2,2026-05-04,Café,,Especial,NAO_IDENTIFICADA,Café46146Especial,158.0,11.0,1.0,170.0,9.623529411764705
B,2026-05-04,Café,,Especial Veg,NAO_IDENTIFICADA,Café46146Especial Veg,161.0,4.0,0.0,165.0,9.878787878787879
P2,2026-05-04,Café,,Especial Veg,NAO_IDENTIFICADA,Café46146Especial Veg,158.0,0.0,0.0,158.0,10.0
B,2026-05-05,Café,,Especial,NAO_IDENTIFICADA,Café46147Especial,228.0,10.0,1.0,239.0,9.753138075313808
P2,2026-05-05,Café,,Especial,NAO_IDENTIFICADA,Café46147Especial,215.0,42.0,2.0,259.0,9.11969111969112
B,2026-05-05,Café,,Especial Veg,NAO_IDENTIFICADA,Café46147Especial Veg,228.0,2.0,0.0,230.0,9.956521739130435
P2,2026-05-05,Café,,Especial Veg,NAO_IDENTIFICADA,Café46147Especial Veg,215.0,0.0,0.0,215.0,10.0
B,2026-05-06,Café,,Especial,NAO_IDENTIFICADA,Café46148Especial,221.0,14.0,5.0,240.0,9.520833333333334
P2,2026-05-06,Café,,Especial,NAO_IDENTIFICADA,Café46148Especial,221.0,19.0,2.0,242.0,9.53305785123967
B,2026-05-06,Café,,Especial Veg,NAO_IDENTIFICADA,Café46148Especial Veg,221.0,0.0,0.0,221.0,10.0
P2,2026-05-06,Café,,Especial Veg,NAO_IDENTIFICADA,Café46148Especial Veg,221.0,5.0,0.0,226.0,9.889380530973451
B,2026-05-07,Café,,Especial,NAO_IDENTIFICADA,Café46149Especial,221.0,14.0,0.0,235.0,9.702127659574469
P2,2026-05-07,Café,,Especial,NAO_IDENTIFICADA,Café46149Especial,218.0,16.0,2.0,236.0,9.584745762711865
B,2026-05-07,Café,,Especial Veg,NAO_IDENTIFICADA,Café46149Especial Veg,221.0,2.0,0.0,223.0,9.955156950672645
P2,2026-05-07,Café,,Especial Veg,NAO_IDENTIFICADA,Café46149Especial Veg,218.0,4.0,0.0,222.0,9.90990990990991
B,2026-05-08,Café,,Especial,NAO_IDENTIFICADA,Café46150Especial,207.0,26.0,0.0,233.0,9.44206008583691
P2,2026-05-08,Café,,Especial,NAO_IDENTIFICADA,Café46150Especial,216.0,63.0,3.0,282.0,8.787234042553191
B,2026-05-08,Café,,Especial Veg,NAO_IDENTIFICADA,Café46150Especial Veg,207.0,4.0,1.0,212.0,9.86320754716981
P2,2026-05-08,Café,,Especial Veg,NAO_IDENTIFICADA,Café46150Especial Veg,216.0,3.0,0.0,219.0,9.931506849315069
B,2026-05-11,Café,,Especial,NAO_IDENTIFICADA,Café46153Especial,148.0,13.0,2.0,163.0,9.49079754601227
P2,2026-05-11,Café,,Especial,NAO_IDENTIFICADA,Café46153Especial,188.0,19.0,0.0,207.0,9.541062801932368
B,2026-05-11,Café,,Especial Veg,NAO_IDENTIFICADA,Café46153Especial Veg,148.0,0.0,1.0,149.0,9.939597315436242
P2,2026-05-11,Café,,Especial Veg,NAO_IDENTIFICADA,Café46153Especial Veg,188.0,0.0,0.0,188.0,10.0
B,2026-05-12,Café,,Especial,NAO_IDENTIFICADA,Café46154Especial,211.0,18.0,0.0,229.0,9.606986899563319
P2,2026-05-12,Café,,Especial,NAO_IDENTIFICADA,Café46154Especial,203.0,31.0,2.0,236.0,9.266949152542374
B,2026-05-12,Café,,Especial Veg,NAO_IDENTIFICADA,Café46154Especial Veg,211.0,4.0,0.0,215.0,9.906976744186046
P2,2026-05-12,Café,,Especial Veg,NAO_IDENTIFICADA,Café46154Especial Veg,203.0,1.0,0.0,204.0,9.97549019607843
B,2026-05-13,Café,,Especial,NAO_IDENTIFICADA,Café46155Especial,202.0,10.0,2.0,214.0,9.682242990654206
P2,2026-05-13,Café,,Especial,NAO_IDENTIFICADA,Café46155Especial,206.0,34.0,0.0,240.0,9.291666666666666
B,2026-05-13,Café,,Especial Veg,NAO_IDENTIFICADA,Café46155Especial Veg,202.0,2.0,0.0,204.0,9.950980392156863
P2,2026-05-13,Café,,Especial Veg,NAO_IDENTIFICADA,Café46155Especial Veg,206.0,4.0,0.0,210.0,9.904761904761905
B,2026-05-14,Café,,Especial,NAO_IDENTIFICADA,Café46156Especial,214.0,6.0,3.0,223.0,9.74439461883408
P2,2026-05-14,Café,,Especial,NAO_IDENTIFICADA,Café46156Especial,210.0,19.0,4.0,233.0,9.437768240343347
B,2026-05-14,Café,,Especial Veg,NAO_IDENTIFICADA,Café46156Especial Veg,214.0,3.0,0.0,217.0,9.930875576036867
P2,2026-05-14,Café,,Especial Veg,NAO_IDENTIFICADA,Café46156Especial Veg,210.0,1.0,0.0,211.0,9.976303317535544
B,2026-05-15,Café,,Especial,NAO_IDENTIFICADA,Café46157Especial,200.0,32.0,1.0,233.0,9.274678111587983
P2,2026-05-15,Café,,Especial,NAO_IDENTIFICADA,Café46157Especial,235.0,39.0,7.0,281.0,9.08185053380783
B,2026-05-15,Café,,Especial Veg,NAO_IDENTIFICADA,Café46157Especial Veg,200.0,2.0,0.0,202.0,9.950495049504951
P2,2026-05-15,Café,,Especial Veg,NAO_IDENTIFICADA,Café46157Especial Veg,235.0,13.0,0.0,248.0,9.737903225806452
B,2026-05-18,Café,,Especial,NAO_IDENTIFICADA,Café46160Especial,167.0,6.0,0.0,173.0,9.826589595375722
P2,2026-05-18,Café,,Especial,NAO_IDENTIFICADA,Café46160Especial,180.0,11.0,2.0,193.0,9.621761658031089
B,2026-05-18,Café,,Especial Veg,NAO_IDENTIFICADA,Café46160Especial Veg,167.0,0.0,0.0,167.0,10.0
P2,2026-05-18,Café,,Especial Veg,NAO_IDENTIFICADA,Café46160Especial Veg,180.0,4.0,0.0,184.0,9.891304347826088
B,2026-05-19,Café,,Especial,NAO_IDENTIFICADA,Café46161Especial,205.0,15.0,4.0,224.0,9.504464285714286
P2,2026-05-19,Café,,Especial,NAO_IDENTIFICADA,Café46161Especial,213.0,34.0,2.0,249.0,9.244979919678714
B,2026-05-19,Café,,Especial Veg,NAO_IDENTIFICADA,Café46161Especial Veg,205.0,2.0,0.0,207.0,9.951690821256038
P2,2026-05-19,Café,,Especial Veg,NAO_IDENTIFICADA,Café46161Especial Veg,213.0,1.0,0.0,214.0,9.976635514018692
B,2026-05-20,Café,,Especial,NAO_IDENTIFICADA,Café46162Especial,195.0,12.0,4.0,211.0,9.545023696682465
P2,2026-05-20,Café,,Especial,NAO_IDENTIFICADA,Café46162Especial,221.0,25.0,3.0,249.0,9.389558232931726
B,2026-05-20,Café,,Especial Veg,NAO_IDENTIFICADA,Café46162Especial Veg,195.0,4.0,0.0,199.0,9.899497487437186
P2,2026-05-20,Café,,Especial Veg,NAO_IDENTIFICADA,Café46162Especial Veg,221.0,4.0,0.0,225.0,9.911111111111111
B,2026-05-21,Café,,Especial,NAO_IDENTIFICADA,Café46163Especial,190.0,22.0,0.0,212.0,9.481132075471699
P2,2026-05-21,Café,,Especial,NAO_IDENTIFICADA,Café46163Especial,242.0,34.0,2.0,278.0,9.323741007194245
B,2026-05-21,Café,,Especial Veg,NAO_IDENTIFICADA,Café46163Especial Veg,190.0,3.0,1.0,194.0,9.876288659793815
P2,2026-05-21,Café,,Especial Veg,NAO_IDENTIFICADA,Café46163Especial Veg,242.0,1.0,0.0,243.0,9.979423868312757
B,2026-05-22,Café,,Especial,NAO_IDENTIFICADA,Café46164Especial,190.0,10.0,0.0,200.0,9.75
P2,2026-05-22,Café,,Especial,NAO_IDENTIFICADA,Café46164Especial,228.0,33.0,1.0,262.0,9.335877862595419
B,2026-05-22,Café,,Especial Veg,NAO_IDENTIFICADA,Café46164Especial Veg,190.0,2.0,0.0,192.0,9.947916666666666
P2,2026-05-22,Café,,Especial Veg,NAO_IDENTIFICADA,Café46164Especial Veg,228.0,8.0,0.0,236.0,9.830508474576272
B,2026-05-25,Café,,Especial,NAO_IDENTIFICADA,Café46167Especial,187.0,32.0,4.0,223.0,9.121076233183857
P2,2026-05-25,Café,,Especial,NAO_IDENTIFICADA,Café46167Especial,185.0,9.0,1.0,195.0,9.723076923076922
B,2026-05-25,Café,,Especial Veg,NAO_IDENTIFICADA,Café46167Especial Veg,187.0,0.0,4.0,191.0,9.811518324607329
P2,2026-05-25,Café,,Especial Veg,NAO_IDENTIFICADA,Café46167Especial Veg,185.0,1.0,0.0,186.0,9.973118279569892
B,2026-05-26,Café,,Especial,NAO_IDENTIFICADA,Café46168Especial,251.0,16.0,0.0,267.0,9.700374531835205
P2,2026-05-26,Café,,Especial,NAO_IDENTIFICADA,Café46168Especial,196.0,35.0,0.0,231.0,9.242424242424242
B,2026-05-26,Café,,Especial Veg,NAO_IDENTIFICADA,Café46168Especial Veg,251.0,2.0,0.0,253.0,9.960474308300395
P2,2026-05-26,Café,,Especial Veg,NAO_IDENTIFICADA,Café46168Especial Veg,196.0,0.0,0.0,196.0,10.0
B,2026-05-27,Café,,Especial,NAO_IDENTIFICADA,Café46169Especial,233.0,21.0,0.0,254.0,9.586614173228346
P2,2026-05-27,Café,,Especial,NAO_IDENTIFICADA,Café46169Especial,213.0,17.0,1.0,231.0,9.593073593073592
B,2026-05-27,Café,,Especial Veg,NAO_IDENTIFICADA,Café46169Especial Veg,233.0,1.0,0.0,234.0,9.978632478632479
P2,2026-05-27,Café,,Especial Veg,NAO_IDENTIFICADA,Café46169Especial Veg,213.0,5.0,0.0,218.0,9.885321100917432
B,2026-05-28,Café,,Especial,NAO_IDENTIFICADA,Café46170Especial,240.0,12.0,5.0,257.0,9.591439688715953
P2,2026-05-28,Café,,Especial,NAO_IDENTIFICADA,Café46170Especial,222.0,13.0,4.0,239.0,9.577405857740585
B,2026-05-28,Café,,Especial Veg,NAO_IDENTIFICADA,Café46170Especial Veg,240.0,5.0,0.0,245.0,9.89795918367347
P2,2026-05-28,Café,,Especial Veg,NAO_IDENTIFICADA,Café46170Especial Veg,222.0,3.0,1.0,226.0,9.893805309734514
B,2026-05-29,Café,,Especial,NAO_IDENTIFICADA,Café46171Especial,229.0,19.0,1.0,249.0,9.582329317269076
P2,2026-05-29,Café,,Especial,NAO_IDENTIFICADA,Café46171Especial,207.0,25.0,3.0,235.0,9.353191489361702
B,2026-05-29,Café,,Especial Veg,NAO_IDENTIFICADA,Café46171Especial Veg,229.0,5.0,0.0,234.0,9.893162393162394
P2,2026-05-29,Café,,Especial Veg,NAO_IDENTIFICADA,Café46171Especial Veg,207.0,3.0,1.0,211.0,9.886255924170616
B,2026-06-01,Café,,Especial,NAO_IDENTIFICADA,Café46174Especial,190.0,8.0,3.0,201.0,9.666666666666666
P2,2026-06-01,Café,,Especial,NAO_IDENTIFICADA,Café46174Especial,194.0,12.0,5.0,211.0,9.502369668246445
B,2026-06-01,Café,,Especial Veg,NAO_IDENTIFICADA,Café46174Especial Veg,190.0,4.0,2.0,196.0,9.806122448979592
P2,2026-06-01,Café,,Especial Veg,NAO_IDENTIFICADA,Café46174Especial Veg,194.0,0.0,0.0,194.0,10.0
B,2026-06-02,Café,,Especial,NAO_IDENTIFICADA,Café46175Especial,220.0,10.0,0.0,230.0,9.782608695652174
P2,2026-06-02,Café,,Especial,NAO_IDENTIFICADA,Café46175Especial,203.0,33.0,1.0,237.0,9.265822784810126
B,2026-06-02,Café,,Especial Veg,NAO_IDENTIFICADA,Café46175Especial Veg,220.0,0.0,0.0,220.0,10.0
P2,2026-06-02,Café,,Especial Veg,NAO_IDENTIFICADA,Café46175Especial Veg,203.0,1.0,0.0,204.0,9.97549019607843
B,2026-06-03,Café,,Especial,NAO_IDENTIFICADA,Café46176Especial,203.0,25.0,0.0,228.0,9.451754385964913
P2,2026-06-03,Café,,Especial,NAO_IDENTIFICADA,Café46176Especial,212.0,26.0,2.0,240.0,9.383333333333333
B,2026-06-03,Café,,Especial Veg,NAO_IDENTIFICADA,Café46176Especial Veg,203.0,2.0,0.0,205.0,9.951219512195122
P2,2026-06-03,Café,,Especial Veg,NAO_IDENTIFICADA,Café46176Especial Veg,212.0,4.0,1.0,217.0,9.866359447004609
B,2026-06-08,Café,,Especial,NAO_IDENTIFICADA,Café46181Especial,186.0,23.0,1.0,210.0,9.40952380952381
P2,2026-06-08,Café,,Especial,NAO_IDENTIFICADA,Café46181Especial,167.0,12.0,1.0,180.0,9.616666666666667
B,2026-06-08,Café,,Especial Veg,NAO_IDENTIFICADA,Café46181Especial Veg,186.0,1.0,0.0,187.0,9.973262032085561
P2,2026-06-08,Café,,Especial Veg,NAO_IDENTIFICADA,Café46181Especial Veg,167.0,2.0,0.0,169.0,9.940828402366863
B,2026-06-09,Café,,Especial,NAO_IDENTIFICADA,Café46182Especial,236.0,16.0,0.0,252.0,9.682539682539682
P2,2026-06-09,Café,,Especial,NAO_IDENTIFICADA,Café46182Especial,214.0,35.0,1.0,250.0,9.264
B,2026-06-09,Café,,Especial Veg,NAO_IDENTIFICADA,Café46182Especial Veg,236.0,3.0,0.0,239.0,9.93723849372385
P2,2026-06-09,Café,,Especial Veg,NAO_IDENTIFICADA,Café46182Especial Veg,214.0,0.0,0.0,214.0,10.0
B,2026-06-10,Café,,Especial,NAO_IDENTIFICADA,Café46183Especial,219.0,22.0,1.0,242.0,9.508264462809917
P2,2026-06-10,Café,,Especial,NAO_IDENTIFICADA,Café46183Especial,207.0,24.0,5.0,236.0,9.30084745762712
B,2026-06-10,Café,,Especial Veg,NAO_IDENTIFICADA,Café46183Especial Veg,219.0,1.0,1.0,221.0,9.936651583710407
P2,2026-06-10,Café,,Especial Veg,NAO_IDENTIFICADA,Café46183Especial Veg,207.0,3.0,0.0,210.0,9.928571428571429
B,2026-06-11,Café,,Especial,NAO_IDENTIFICADA,Café46184Especial,213.0,23.0,0.0,236.0,9.51271186440678
P2,2026-06-11,Café,,Especial,NAO_IDENTIFICADA,Café46184Especial,214.0,21.0,4.0,239.0,9.410041841004183
B,2026-06-11,Café,,Especial Veg,NAO_IDENTIFICADA,Café46184Especial Veg,213.0,5.0,0.0,218.0,9.885321100917432
P2,2026-06-11,Café,,Especial Veg,NAO_IDENTIFICADA,Café46184Especial Veg,214.0,2.0,3.0,219.0,9.831050228310502
B,2026-06-12,Café,,Especial,NAO_IDENTIFICADA,Café46185Especial,207.0,20.0,1.0,228.0,9.521929824561404
P2,2026-06-12,Café,,Especial,NAO_IDENTIFICADA,Café46185Especial,206.0,35.0,26.0,267.0,8.46816479400749
B,2026-06-12,Café,,Especial Veg,NAO_IDENTIFICADA,Café46185Especial Veg,207.0,3.0,0.0,210.0,9.928571428571429
P2,2026-06-12,Café,,Especial Veg,NAO_IDENTIFICADA,Café46185Especial Veg,206.0,3.0,0.0,209.0,9.92822966507177
B,2026-06-15,Café,,Especial,NAO_IDENTIFICADA,Café46188Especial,183.0,4.0,0.0,187.0,9.893048128342246
P2,2026-06-15,Café,,Especial,NAO_IDENTIFICADA,Café46188Especial,171.0,14.0,1.0,186.0,9.575268817204302
B,2026-06-15,Café,,Especial Veg,NAO_IDENTIFICADA,Café46188Especial Veg,183.0,2.0,0.0,185.0,9.945945945945946
P2,2026-06-15,Café,,Especial Veg,NAO_IDENTIFICADA,Café46188Especial Veg,171.0,0.0,0.0,171.0,10.0
B,2026-06-16,Café,,Especial,NAO_IDENTIFICADA,Café46189Especial,250.0,27.0,1.0,278.0,9.482014388489208
P2,2026-06-16,Café,,Especial,NAO_IDENTIFICADA,Café46189Especial,210.0,37.0,2.0,249.0,9.184738955823294
B,2026-06-16,Café,,Especial Veg,NAO_IDENTIFICADA,Café46189Especial Veg,250.0,2.0,0.0,252.0,9.96031746031746
P2,2026-06-16,Café,,Especial Veg,NAO_IDENTIFICADA,Café46189Especial Veg,210.0,1.0,0.0,211.0,9.976303317535544
B,2026-06-17,Café,,Especial,NAO_IDENTIFICADA,Café46190Especial,231.0,14.0,1.0,246.0,9.678861788617887
P2,2026-06-17,Café,,Especial,NAO_IDENTIFICADA,Café46190Especial,224.0,28.0,7.0,259.0,9.216216216216216
B,2026-06-17,Café,,Especial Veg,NAO_IDENTIFICADA,Café46190Especial Veg,231.0,3.0,0.0,234.0,9.935897435897436
P2,2026-06-17,Café,,Especial Veg,NAO_IDENTIFICADA,Café46190Especial Veg,224.0,3.0,0.0,227.0,9.933920704845814
B,2026-06-18,Café,,Especial,NAO_IDENTIFICADA,Café46191Especial,226.0,16.0,1.0,243.0,9.633744855967079
P2,2026-06-18,Café,,Especial,NAO_IDENTIFICADA,Café46191Especial,209.0,33.0,7.0,249.0,9.08433734939759
B,2026-06-18,Café,,Especial Veg,NAO_IDENTIFICADA,Café46191Especial Veg,226.0,3.0,0.0,229.0,9.934497816593886
P2,2026-06-18,Café,,Especial Veg,NAO_IDENTIFICADA,Café46191Especial Veg,209.0,4.0,1.0,214.0,9.86448598130841
B,2026-06-19,Café,,Especial,NAO_IDENTIFICADA,Café46192Especial,204.0,9.0,5.0,218.0,9.587155963302752
P2,2026-06-19,Café,,Especial,NAO_IDENTIFICADA,Café46192Especial,209.0,42.0,1.0,252.0,9.130952380952381
B,2026-06-19,Café,,Especial Veg,NAO_IDENTIFICADA,Café46192Especial Veg,204.0,4.0,0.0,208.0,9.903846153846153
P2,2026-06-19,Café,,Especial Veg,NAO_IDENTIFICADA,Café46192Especial Veg,209.0,4.0,0.0,213.0,9.906103286384976
B,2026-06-22,Café,,Especial,NAO_IDENTIFICADA,Café46195Especial,173.0,16.0,0.0,189.0,9.576719576719576
P2,2026-06-22,Café,,Especial,NAO_IDENTIFICADA,Café46195Especial,194.0,16.0,4.0,214.0,9.457943925233645
B,2026-06-22,Café,,Especial Veg,NAO_IDENTIFICADA,Café46195Especial Veg,173.0,0.0,0.0,173.0,10.0
P2,2026-06-22,Café,,Especial Veg,NAO_IDENTIFICADA,Café46195Especial Veg,194.0,1.0,2.0,197.0,9.883248730964468
B,2026-06-23,Café,,Especial,NAO_IDENTIFICADA,Café46196Especial,215.0,30.0,1.0,246.0,9.353658536585366
P2,2026-06-23,Café,,Especial,NAO_IDENTIFICADA,Café46196Especial,199.0,23.0,2.0,224.0,9.40625
B,2026-06-23,Café,,Especial Veg,NAO_IDENTIFICADA,Café46196Especial Veg,215.0,4.0,0.0,219.0,9.908675799086758
P2,2026-06-23,Café,,Especial Veg,NAO_IDENTIFICADA,Café46196Especial Veg,199.0,0.0,1.0,200.0,9.955
B,2026-06-24,Café,,Especial,NAO_IDENTIFICADA,Café46197Especial,212.0,21.0,1.0,234.0,9.512820512820513
P2,2026-06-24,Café,,Especial,NAO_IDENTIFICADA,Café46197Especial,200.0,25.0,2.0,227.0,9.370044052863436
B,2026-06-24,Café,,Especial Veg,NAO_IDENTIFICADA,Café46197Especial Veg,212.0,1.0,0.0,213.0,9.976525821596244
P2,2026-06-24,Café,,Especial Veg,NAO_IDENTIFICADA,Café46197Especial Veg,200.0,3.0,2.0,205.0,9.839024390243903
B,2026-06-25,Café,,Especial,NAO_IDENTIFICADA,Café46198Especial,177.0,11.0,3.0,191.0,9.570680628272251
P2,2026-06-25,Café,,Especial,NAO_IDENTIFICADA,Café46198Especial,182.0,5.0,6.0,193.0,9.590673575129534
B,2026-06-25,Café,,Especial Veg,NAO_IDENTIFICADA,Café46198Especial Veg,177.0,4.0,9.0,190.0,9.468421052631578
P2,2026-06-25,Café,,Especial Veg,NAO_IDENTIFICADA,Café46198Especial Veg,182.0,0.0,0.0,182.0,10.0
B,2026-06-26,Café,,Especial,NAO_IDENTIFICADA,Café46199Especial,177.0,0.0,0.0,177.0,10.0
P2,2026-06-26,Café,,Especial,NAO_IDENTIFICADA,Café46199Especial,203.0,23.0,1.0,227.0,9.45374449339207
B,2026-06-26,Café,,Especial Veg,NAO_IDENTIFICADA,Café46199Especial Veg,177.0,0.0,0.0,177.0,10.0
P2,2026-06-26,Café,,Especial Veg,NAO_IDENTIFICADA,Café46199Especial Veg,203.0,3.0,0.0,206.0,9.927184466019417
B,2026-06-29,Café,,Especial,NAO_IDENTIFICADA,Café46202Especial,,,,,
P2,2026-06-29,Café,,Especial,NAO_IDENTIFICADA,Café46202Especial,,,,,
B,2026-06-29,Café,,Especial Veg,NAO_IDENTIFICADA,Café46202Especial Veg,,,,,
P2,2026-06-29,Café,,Especial Veg,NAO_IDENTIFICADA,Café46202Especial Veg,,,,,
B,2026-06-30,Café,,Especial,NAO_IDENTIFICADA,Café46203Especial,180.0,10.0,0.0,190.0,9.736842105263158
P2,2026-06-30,Café,,Especial,NAO_IDENTIFICADA,Café46203Especial,174.0,33.0,1.0,208.0,9.163461538461538
B,2026-06-30,Café,,Especial Veg,NAO_IDENTIFICADA,Café46203Especial Veg,180.0,0.0,0.0,180.0,10.0
P2,2026-06-30,Café,,Especial Veg,NAO_IDENTIFICADA,Café46203Especial Veg,174.0,0.0,0.0,174.0,10.0
B,2026-07-01,Café,,Especial,NAO_IDENTIFICADA,Café46204Especial,133.0,7.0,0.0,140.0,9.75
P2,2026-07-01,Café,,Especial,NAO_IDENTIFICADA,Café46204Especial,184.0,15.0,1.0,200.0,9.58
B,2026-07-01,Café,,Especial Veg,NAO_IDENTIFICADA,Café46204Especial Veg,133.0,3.0,0.0,136.0,9.889705882352942
P2,2026-07-01,Café,,Especial Veg,NAO_IDENTIFICADA,Café46204Especial Veg,184.0,5.0,0.0,189.0,9.867724867724867
B,2026-07-02,Café,,Especial,NAO_IDENTIFICADA,Café46205Especial,139.0,7.0,0.0,146.0,9.76027397260274
P2,2026-07-02,Café,,Especial,NAO_IDENTIFICADA,Café46205Especial,190.0,11.0,3.0,204.0,9.598039215686274
B,2026-07-02,Café,,Especial Veg,NAO_IDENTIFICADA,Café46205Especial Veg,139.0,3.0,0.0,142.0,9.894366197183098
P2,2026-07-02,Café,,Especial Veg,NAO_IDENTIFICADA,Café46205Especial Veg,190.0,4.0,0.0,194.0,9.896907216494846
B,2026-07-03,Café,,Especial,NAO_IDENTIFICADA,Café46206Especial,156.0,15.0,0.0,171.0,9.56140350877193
P2,2026-07-03,Café,,Especial,NAO_IDENTIFICADA,Café46206Especial,170.0,40.0,3.0,213.0,8.934272300469484
B,2026-07-03,Café,,Especial Veg,NAO_IDENTIFICADA,Café46206Especial Veg,156.0,2.0,1.0,159.0,9.880503144654089
P2,2026-07-03,Café,,Especial Veg,NAO_IDENTIFICADA,Café46206Especial Veg,170.0,6.0,0.0,176.0,9.829545454545455
B,2026-07-06,Café,,Especial,NAO_IDENTIFICADA,Café46209Especial,97.0,4.0,0.0,101.0,9.801980198019802
P2,2026-07-06,Café,,Especial,NAO_IDENTIFICADA,Café46209Especial,110.0,9.0,1.0,120.0,9.55
B,2026-07-06,Café,,Especial Veg,NAO_IDENTIFICADA,Café46209Especial Veg,97.0,2.0,0.0,99.0,9.8989898989899
P2,2026-07-06,Café,,Especial Veg,NAO_IDENTIFICADA,Café46209Especial Veg,110.0,0.0,0.0,110.0,10.0
B,2026-07-07,Café,,Especial,NAO_IDENTIFICADA,Café46210Especial,138.0,4.0,0.0,142.0,9.859154929577464
